utt,spk,asr,cond,cer,hyp
p41_u84,p41,xlsr-korean,ce0,0.1489,국민의 행 전남도 당위 지방선거에 출마할 진체장과 의원 등 열 다섯 명의 경선을 확정했다
p41_u84,p41,xlsr-korean,ce10,0.2340,국대흔 간남도 정리 구방선거에 출마할 진체장과 의원 등 열 다섯 명에 공천는 확정했다
p41_u84,p41,whisper-small,taps,0.3191,국민의행 잔남도당이 기방선거에 출멍할 잔태장과 A원 등 15명의 경편을 확정했다.
p41_u84,p41,whisper-small,ce10,0.2766,국민의힘 전담도 전이 지방선거에 출모할 단체장과 의원 등 15명의 공소는 호수정했다
p41_u84,p41,whisper-small,taps_notch,0.3191,국민의행 잔남도당이 기방선거에 출멍할 잔태장과 A원 등 15명의 경편을 확정했다.
p41_u84,p41,whisper-small,ce10_notch,0.2340,국민의힘 전담도 전이 지방선거에 출모할 단체장과 의원 등 15명의 공소는 확정했다
p41_u84,p41,whisper-small,taps_lpf4k,0.3191,국민의 행 잔남도당이 기방선거에 출망할 잔체장과 A원 등 15명의 경선을 확정했다.
p41_u84,p41,whisper-small,ce10_lpf4k,0.2766,국민의힘 전남도 전이 지방선거에 추모할 단체장과 의원 등 15명의 공소는 호수정했다
p41_u84,p41,whisper-small,hyb_tapsLow_ceHigh,0.2553,국민의힘 잔남도장이 지방선거에 출망할 잔체장과 의원 등 15명의 경선을 확정했다.
p41_u84,p41,whisper-small,hyb_ceLow_tapsHigh,0.3191,국민의힘 잔담도 전이 지방선거에 출몰할 잔재장과 의원 등 15명의 공선을 호정했다.
p41_u85,p41,mms-1b-all,no_se,0.6588,우 귀유는 후은 저쳐스체차 사적 의야내를 말고 재팔의 장록 통실 시방 관거여 츠모훈 잔남 기와 코어다야 다슴이이 더어 문사만 차장 의갈했다
p41_u85,p41,mms-1b-all,taps,0.4235,이일 국민의 희은 제77찬 책공 위험매를 요회고 제팔래 정국 동지 지방 선고의 치망할 전남 지역 후보자 열 다음행에 대한 공개우는 채조 이겨했다
p41_u85,p41,mms-1b-all,enc5,0.4588,이일 군민의 희은 제7시7찬 체조 위m를 여이고 제팔르야 정록 동지 기방경거의 체망할 전남 지역 후보자 열 다음령에 대한 금경우는 채종 애결했다
p41_u85,p41,mms-1b-all,ce0,0.4235,이일 군민의 희은 제77차 책고 위어내를 열르고 재팔의 정국 통시 지방 당고의 치망할 전난 지역 후보자 1 다슴내에 등한 공결는 채종 의겨했다
p41_u85,p41,mms-1b-all,ce10,0.5176,이일 국민의 후은 제7시7철 책9 위여내를 여이고 재탕대의 정국 통기 지방성거의 출망할 전남 시역후 호자일 다음명에 되함 긍청는 채종 의겨했다
p41_u85,p41,xlsr-korean,no_se,0.7294,오  팔 팔코면 의원이를 넓어  력 개방 변언은 단라 두와 토마당상이을 보한 장을  의했다
p41_u85,p41,xlsr-korean,taps,0.1765,이 일 국민의임은 제 칠십 칠 차 최고위원회를 열고 제 팔 해 전국 통시 지방선거에 치망을 전남 지역 후보자 열 다섯 냄에 대한 공천은 최종제결했다
p41_u85,p41,xlsr-korean,enc5,0.2471,이 일 군민의 임은 제출십 칠 차 최소위원회를 열이고 재 팔 해 정록 통시 기방선거에 출망을 전남 지역 후보자 열 다섯 남에 대한 공천은 최종 제결했다
p41_u85,p41,xlsr-korean,ce0,0.1647,이 일 국민의 임은 제 칠십 칠 차 최고위원회를 열고 재 팔 의 정국 통지 지방선과에 출망할 전남지역 후보자 열 다섯 나에 대한 공천은 최종 제결했다
p41_u85,p41,xlsr-korean,ce10,0.2235,이 일 국민의 후은 제 칠십 칠 차 최고위원회를 열고 재 판배 전국 경기 예방선거과에 철망을 전남 지역 후보장 열 다섯 명에 대한 공천은 최종 의견했다
p41_u85,p41,whisper-small,taps,0.4471,2일 국민의힘은 제77찬 체육위원회를 여유하고 제8회의 전국동지지방선거에 치망할 전남지역후보자 15냉에 대한 공격은 최종 이결했다.
p41_u85,p41,whisper-small,ce10,0.3294,이 일 국민의힘은 제77차 최고위원회를 열고 제판부의 전국동지기방선거에 출망을 전남 지역 후보자 15명에 대한 공정은 최종 의결했다
p41_u85,p41,whisper-small,taps_notch,0.4118,이 일 국민의힘은 제77찬 체육위원회를 여유하고 제판례의 전국 동지 지방선거에 치망할 전남 지역 후보자 15냉에 대한 공개 후는 최종 의결했다.
p41_u85,p41,whisper-small,ce10_notch,0.3765,이 일 국민의힘은 제77차 세금위원회를 열고 제 평가의 전국 동지기방정거의 치망을 전남 지역 후보자 15명에 대한 공개원은 최종 의결했다
p41_u85,p41,whisper-small,taps_lpf4k,0.4706,이 국민의힘은 제77차 최고위원회를 여유하고 제8회의 전국동지지방전과의 치망을 전남지역후보자 15냉에 대한 공개운은 최종 이결했다.
p41_u85,p41,whisper-small,ce10_lpf4k,0.3059,이 일 국민의힘은 제77차 최고위원회를 열고 제8회 전국동지지방선거에 출망을 전남 지역 후보자 15명에 대한 공정은 최종 의결했다
p41_u85,p41,whisper-small,hyb_tapsLow_ceHigh,0.3882,"2. 국민의힘은 제77차 최고위원회를 여유고, 제8회의 전국 동지 지방선거에 치망할 전남 지역 후보자 15명에 대한 공격은 최종 이결했다."
p41_u85,p41,whisper-small,hyb_ceLow_tapsHigh,0.3647,이 일 국민의힘은 제77차 최고위원회를 열고 재판의 전국동지지방선거에 치망을 전남 지역 후보자 15명에 대한 공격은 최종 이결했다.
p41_u86,p41,mms-1b-all,no_se,0.5000,식초담체장 수보는 여시장 흉령은 선통 분수 짐열성 인도 분수 준정연 영황 군수 인단을 전요다
p41_u86,p41,mms-1b-all,taps,0.3800,기초 단태장 포보는 여수시장 신영은 천편 군수 긴밀성 긴도 군수 긴정양 며함 군수 인대한 뱅이다
p41_u86,p41,mms-1b-all,enc5,0.3600,기초 담체장 후보는 여수시장 신 영은 선편 군수 긴류성 긴도 군수 긴정에 요함 군수 인대한 등이다
p41_u86,p41,mms-1b-all,ce0,0.3400,지초 단체장 포보는 여수시장 신영은 1평분수 김미으성 긴도 군수 긴정에 여한 군수 인대한 등이다
p41_u86,p41,mms-1b-all,ce10,0.3800,기초 담체장 수보는 여수시장 1령은 숭편군수 긴류성 긴도 군수 긴정면 명함 군승 인대한 등이다
p41_u86,p41,xlsr-korean,no_se,0.6800,특표 반표 보을 여구시장 동은 평풍벌사 여성 인도 분이당 명성걸의한 동거동다
p41_u86,p41,xlsr-korean,taps,0.2800,기초 단체장 후보는 여수시장 식영론 성평 군수 김대성 김도군 김정인 영환 군수 인대한 셈이다
p41_u86,p41,xlsr-korean,enc5,0.3200,기초 단체장 후보는 여수시장 신 영론 숨편 군수 김대성 김도군 김정에 명함 군숙 인대 등이다
p41_u86,p41,xlsr-korean,ce0,0.2600,기초 단체장 후보는 여수시장 식년은 한평 분수 김성 김도군수 김정에 영환 군수 인대 등이다
p41_u86,p41,xlsr-korean,ce10,0.3600,국초 단시장후보는 여호사장 생명론 신평군수 동무성 인도군 김정량 영환군숙 인대 등이다
p41_u86,p41,whisper-small,taps,0.3200,"기초 단태장 후보는 여수시장 신영훈, 선평군수 김유성, 김도군수 김정엔, 영함군수 인대연대입니다."
p41_u86,p41,whisper-small,ce10,0.2000,"기초 단체장 후보는 여수시장 신명훈, 순평군수 김요성, 김도군수 김정연, 명함군수 임대현 등이다"
p41_u86,p41,whisper-small,taps_notch,0.3200,"기초 단태장 후보는 여수시장 신영훈, 선평군수 김유성, 김도군수 김정엔, 영함군수 인대연대입니다."
p41_u86,p41,whisper-small,ce10_notch,0.3800,"기초 단체 장소보는 여수시장 10명은 손평군수 김여성, 김도군수 김정연, 명함군수 임대연됩니다."
p41_u86,p41,whisper-small,taps_lpf4k,0.3400,"기초 단태장 후보는 여수시장 식영훈, 성평군수 김유성, 김도군수 김정엔, 명함군수 임대한대입니다."
p41_u86,p41,whisper-small,ce10_lpf4k,0.3400,"직초 단체장 후보는 여수시장 10명은 승평군수 김여성, 김도군수 김정연, 명함군수 임대한대입니다."
p41_u86,p41,whisper-small,hyb_tapsLow_ceHigh,0.3800,"기초단태장 후보는 여수시장 식영훈, 성평군수 김유성, 김도군수 김정엔, 명함군수 인대연대입니다."
p41_u86,p41,whisper-small,hyb_ceLow_tapsHigh,0.3600,"직초 단체장 후보는 여수시장 10명은 순평군수 김여성, 김도군수 김정엔, 명함군수 임대연됩니다."
p41_u87,p41,mms-1b-all,no_se,0.6234,티된 의연후보는 잔람도 일원들을 잔사연 귀위사 채느이 6소시의한 들은 북점흐 목코 시의한 들은 본의원 신재 시의한 들은 의생원으로 흩되있다
p41_u87,p41,mms-1b-all,taps,0.3896,필레 의연 후보는 전남도 이원 빌에 전서연 기년석 체점민 여수시의원 길에 박정수 목코시의원 비에 권 예한 순생시의원 뒤에 2세인으로 쟁있다
p41_u87,p41,mms-1b-all,enc5,0.4416,비레 위원 북보는 전남도 이원 빌에 전서연 기면석 체느민 여수 시의원 빌에 북정숙 목후 시의 비에 곤 예란 현순시위원 비에 2세인으로 행있다
p41_u87,p41,mms-1b-all,ce0,0.4675,프레원후보는 전남도 이원 빌에 전서연 기면석 체념이 여수시의원 빌에 박정소 목코시이인 비에 건 예한 신승시의원 뒤에 2세으로 확장 있다
p41_u87,p41,mms-1b-all,ce10,0.4286,귀대의원 부보는 전남도 이원 뒤행 전사연 귀년석 체년이 여소시 의원 뒤행 박정수 목호시 의원 비행 건예한 순천시의원 뒤행 2세으로 호스정했다
p41_u87,p41,xlsr-korean,no_se,0.7273,이백 매년 후보 팔을 하러 행경는 단사   류을  토이원 코토는  생 을사라 확뿐 있다
p41_u87,p41,xlsr-korean,taps,0.4286,그레원 후보는 전남도 의원 길래 전서연 김연성 세명이 여섯 시의원 길의 박전소 목쿠시비의 권이란 신순시원 길의 이 세인으로 확창했다
p41_u87,p41,xlsr-korean,enc5,0.4416,피베의원 후보는 전남도 의원 길래 전서연 김현성 세명이 여섯 시의원 길래 박정속 목쿠시언비래 건이란 한순시현길에 이 세인으로 선생했다
p41_u87,p41,xlsr-korean,ce0,0.4675,프계의원 후보는 전남도 의원 길래 전서한 김연성 세명이 여섯 시원 길의 박정소 목쿠시겐피를 건이란 친순시원길의 이 세인으로 확장 했다
p41_u87,p41,xlsr-korean,ce10,0.4545,부베 의원 후보는 전남도 의원 길래 전사년 분양성 세 명이 여섯 트의원 김의 박정수로 목수원 비의 건리당 순생수의원급에 이 세인으로 확정했다
p41_u87,p41,whisper-small,taps,0.4026,"비례 의원 후보는 전남도 의원 딜에 전서연, 김연석, 최명인, 여수시 의원 딜에 박정수, 목호시 의원 딜에 권예란, 순선시 의원 딜에 이새엔으로 홍장했다."
p41_u87,p41,whisper-small,ce10,0.2857,"비례 의원 후보는 전남도 의원 길에 전서연, 김연석, 최명희 여수시 의원 길에 박정수, 목포시 의원 길에 권예란 순천시 의원 길에 이세연으로 확정했다"
p41_u87,p41,whisper-small,taps_notch,0.6364,"비례 의원 후보는 전남도 의원 비례, 전서연, 김연석, 최명인, 여수시 의원 비례, 박정수, 목호시 의원 비례, 권예란, 순선시 의원 김연석 의원 비례, 이새인, 김연석, 목호시 의원 비례, 권예란"
p41_u87,p41,whisper-small,ce10_notch,0.3117,"비례 의원 후보는 전남도 의원 길에 전서연, 진연석, 체명희 여수시 의원 길에 박정숙, 목포시 의원 길에 권일환 순천시 의원 길에 이세연으로 흡정했다"
p41_u87,p41,whisper-small,taps_lpf4k,0.3506,"비례 의원 후보는 전남도 의원 비례, 전서연, 김연석, 최명인, 여수시 의원 비례, 박정수, 목호시 의원 비례, 권예란, 순센시 의원 비례, 이새엔으로 홍장했다."
p41_u87,p41,whisper-small,ce10_lpf4k,0.2987,"비대 의원 후보는 전남도 의원 길에 전서현, 진연석, 최명희 여수시 의원 길에 박정수, 목포시 의원 길에 권예란 순천시 의원 길에 이세연으로 확정했다"
p41_u87,p41,whisper-small,hyb_tapsLow_ceHigh,0.3377,"비례 의원 후보는 전남도 의원 비례, 전서연, 김연석, 최명인, 여수시 의원 비례, 박정후, 목호시 의원 비례, 권예란, 순천시 의원 비례, 이새엔으로 홍장했다."
p41_u87,p41,whisper-small,hyb_ceLow_tapsHigh,0.3247,"비례 의원 후보는 전남도 의원 딜에 전서현, 김연석, 최명희, 여수시 의원 딜에 박정수, 목포시 의원 딜에 권예란, 순선시 의원 딜에 이세연으로 확정했다."
p41_u88,p41,mms-1b-all,no_se,0.4026,시체오원 성격이 후어는 순산시의원 더 역상울 순산시의원 더 오니 라드시의원 더 채정설 영간 군의원 나 장연중 진도고의원차 이었인 전녀다
p41_u88,p41,mms-1b-all,taps,0.2727,기초우원 성곡으 후보는 순선시의원 가 육상우 순선시의원 다 보테민 낮드시이원 다 태정허 영갖 군의원 나 장연진 진도구의원 가 이백진 데유다
p41_u88,p41,mms-1b-all,enc5,0.3117,기초우리원 성곡으 후보는 순선시의원 가 육상우 순선시의원 발 보테및 낮주시이원 다 케정허 영간 군의원 나 자면진 진도구의원 가 이백긴 데류다
p41_u88,p41,mms-1b-all,ce0,0.3117,기쳐우원 성곡으 후보는 순선시의원 가 육상우 순선시의원 달 보텔이 낮주시이원 다 채정서 영갖 군의원 나 장연징 진도 구의원 강 입백진 등이다
p41_u88,p41,mms-1b-all,ce10,0.2987,시쳐우원 성곡으 후보는 순선시의원 가 6상5 순선시원 다 보테및 나두시이원 다 최정확 영갖 군의원 나 장연진 진도고의원 강 이백진 등이다
p41_u88,p41,xlsr-korean,no_se,0.7403,국표 의원 한대을 을 출천표위 상 는 표유원  당권로 권응해 도밖분 강거라 다
p41_u88,p41,xlsr-korean,taps,0.4026,기초 의원 성거구 후보는 순산시위원 사 융사호 순산시원 사 보행이 낮최시위원 사 최정황 연관 구의원 화 장애진 진도 구위원 가 이 대 낌딩이다
p41_u88,p41,xlsr-korean,enc5,0.3766,기초 의원 성고구 후보은 순산시원 하 융상후 순천시원 다 보탬이 낮주시위원 다 최정화 연강 구 의원 나 장년진 진도 구의원각 이백 긴 셈이다
p41_u88,p41,xlsr-korean,ce0,0.3377,기초 의원 선거구 후보는 순산시위원 사 육사후 천시원 다 거행이 낮최시위의원 다 최정서 연강 구의원 낮 장애진 진도 구위원 각 이백 진 등이다
p41_u88,p41,xlsr-korean,ce10,0.4545,국천의원 홍고구 후보는 순천수위원 강 융당후 순천수원 방 마행이 낮르수의원  최정화 명관 권의원 화 당연진 진도 고위각 이백 팀 등이다
p41_u88,p41,whisper-small,taps,0.2987,"기초의원 선거구 후보는 순선시의원 가 6상호, 순선시의원 바 보테민, 낮은시의원 다 최정허, 연관군의원 나 상현진, 진도구의원 가 이덱진 대유다."
p41_u88,p41,whisper-small,ce10,0.2338,"기초 의원 선고구 후보는 순천시 의원 가, 육상욱 순천시 의원 다, 모태리 나주시 의원 다, 최정호학 영광군 의원 나, 장연진 진도구 의원 강, 이백진 등이다"
p41_u88,p41,whisper-small,taps_notch,0.3247,"기초의원 선거구 후보는 순선시의원 가 6상호, 순선시의원 바 모테린, 낮은시의원 다 최정허, 연관군의원 나 상현진, 진도구의원 가 이덱진 대니우다."
p41_u88,p41,whisper-small,ce10_notch,0.3117,"지초 의원 선거구 후보는 순천시 의원 가, 육상욱, 순천시 의원 다, 모테리, 나두시 의원 다, 최정혁, 영광군 의원 나, 장연진, 진도구 의원 강, 이백진 등이다."
p41_u88,p41,whisper-small,taps_lpf4k,0.2597,"기초의원 선거구 후보는 순선시의원 가 6상호, 순선시의원 바 보태민, 나두시의원 다 최정허, 영광군의원 나 상현진, 진도구의원 가 이덱진대유다."
p41_u88,p41,whisper-small,ce10_lpf4k,0.2597,"지초 의원 선거구 후보는 순천시 의원 가 육상욱, 순천시 의원 다 모테리, 나두시 의원 다 최정확, 영광군 의원 나 장현진, 진도구 의원 강 이백진 등이다."
p41_u88,p41,whisper-small,hyb_tapsLow_ceHigh,0.2987,"기초의원 선거구 후보는 순선시의원 가 6상호, 순선시의원 바 보테린, 나두시의원 다 최정허, 연관군의원 나 상현진, 진도구의원 가 이덱진 대유다."
p41_u88,p41,whisper-small,hyb_ceLow_tapsHigh,0.2987,"기초위원 선거구 후보는 순선시위원 가 육상우, 순선시위원 바 보테링, 나주시위원 다 최정확, 영광군위원 나 상현진, 진도구위원 가 이덱진 등이다."
p41_u89,p41,mms-1b-all,no_se,0.7031,전난도 당연 인난달 잘의라가 차를 기방상가 후고 달에 접스을 투트 혈수 취하오고 풍상 관류 예어n을 연적시사에 봅다
p41_u89,p41,mms-1b-all,taps,0.4531,전남도 당은 지난달 사일에서 8일 지방성건 호자를 접중인 특공이 키 시험과 공성관리 의n이 연적신생를 롭다
p41_u89,p41,mms-1b-all,enc5,0.4688,전남도 당연 지난달 사이에서 8일 지방성건 호자를 접주리이 피풍 입k 시험향 공성관리 이n이 면적신세를 했다
p41_u89,p41,mms-1b-all,ce0,0.3906,전남도 당은 지난달 사이에서 파일 지방성과 후보자를 접증인 특풍이키 시험과 공총관리 의언해이 연적 신사를 웁다
p41_u89,p41,mms-1b-all,ce10,0.4375,전남도 장은 진난달 사이래서 8일 지방성공 호자를 접증 피팀의티 시험우과 공성관리 의언행의 면자신사를 했다
p41_u89,p41,xlsr-korean,no_se,0.6562,단란도 당 지난라 아월  그명 상동 달를 바꾼 볼 촉 경로 광평 가리  면단배 사량 했다
p41_u89,p41,xlsr-korean,taps,0.3594,전남도 당은 지난달 사 일에서 팔 일 지방선공호자를 서 은 프고이키시당과 공선 관리의의 면자 신세를 없다
p41_u89,p41,xlsr-korean,enc5,0.3125,전남도 당은 지난달 사 일에서 팔 일 지방선공부자를 접해 피풍이키시험과 중선 관리의의 면자 신세를 있다
p41_u89,p41,xlsr-korean,ce0,0.3125,전남도 당은 지난달 사 일에서 팔 일 지방선거부 를 서스 프틴해키시당과 공천 관리의원회의 면자심사를 봤다
p41_u89,p41,xlsr-korean,ce10,0.3906,전남부 당은 지난달 사 일에서 팔 일 희방선공호대를 접은 프핑해티스 논과 공상관리의원회의 면자 진사를 받다
p41_u89,p41,whisper-small,taps,0.3906,전남도 당은 지난달 4일에서 8일 지방선거 후보자를 적든 퀵공위키시원과 공송관리 의원의 면접신선을 붙다.
p41_u89,p41,whisper-small,ce10,0.3125,전남도 당은 지난달 4일에서 8일 지방선공부자를 접수인 피팅 이티시험과 공순관리의원회에 면접신사를 했다
p41_u89,p41,whisper-small,taps_notch,0.4062,"전남도 당은 지난달 4일에서 8일, 지방선거 후보자를 적두인 퀵공위키시원과 공송관리 의원의 면접신선을 붙다."
p41_u89,p41,whisper-small,ce10_notch,0.3281,전남도 당은 지난달 4일에서 8일 지방선거 후보자를 접증 15위티시영과 공성관리위원회의 연자신사를 묻다
p41_u89,p41,whisper-small,taps_lpf4k,0.3750,전남도 당은 지난달 4일에서 8일 지방선거 후보자를 적등 피콘이 키시연과 공소관리 의원의 면접 신생들을 봅다.
p41_u89,p41,whisper-small,ce10_lpf4k,0.3125,전남도 당은 지난달 4일에서 8일 지방선공부자를 접수인 피팅위치 시험과 공순관리위원회의 면접신사를 했다
p41_u89,p41,whisper-small,hyb_tapsLow_ceHigh,0.3594,전남도 당은 지난달 4일에서 8일 지방선거 후보자를 적등 퀵공위키시원과 공송관리 의원회의 면접 신선을 뒀다.
p41_u89,p41,whisper-small,hyb_ceLow_tapsHigh,0.3281,전남도 당은 지난달 4일에서 8일 지방선공부자를 접증 피키티 시험과 공성관리위원회에 면접 심사를 했다.
p41_u90,p41,mms-1b-all,no_se,0.6471,이 성관란 특여전선독 이민 생처을 자시원란 원 위의 선노터 오당개의 버은 후어더을 새도 의연의 성종을 의겨하했다
p41_u90,p41,mms-1b-all,taps,0.4853,이후 성경인단 특제 정선과 큰꿈공천 배시원단 2영 이언의 시이텐 모당개를 각친 후어들을 세고이원의 창경에 이게했다
p41_u90,p41,mms-1b-all,enc5,0.5000,이후 형공인자 특체 강선과 김미공천 배시원단 이명이언의 시미텐 오당개를 거친 효보들을 책고위언의 창경의 이게했다
p41_u90,p41,mms-1b-all,ce0,0.4118,이후 청경인단 특죄 경선과 꿈는 공천 베시원단 2영 이언의 시미텐 오단개를 거친 후어들을 책고 이원의 성정에 이게 했다
p41_u90,p41,mms-1b-all,ce10,0.3529,의후 성경인단 투표 경손과 금민 공천 배시원단 은영 위언의 시이등 오당개를 거층 후포드을 책고 위원에 성정에 의게하했다
p41_u90,p41,xlsr-korean,no_se,0.6471,이 진단 특법 판법  절평 결뿐 늘단 성문을원은 통라   해고 위원을 통을 의뢰했다
p41_u90,p41,xlsr-korean,taps,0.3676,이후 성정단 특최 당상과 공 공천 배십 문단 임영위원회 심리등 보담계를 갖친 후보들을 최고위원회 상당에 제결했다
p41_u90,p41,xlsr-korean,enc5,0.3235,이후 선국전 특별 강선과 국 공천 배십 원단 임영위원회 심해등 오당계를 거친 후보들을 최고위원회 참장에 이견했다
p41_u90,p41,xlsr-korean,ce0,0.3235,이후 총정단 특배 경선과 문 공천 배신 문단 현 영위원회 심이등 보단계를 거친 후보들을 최고위원회 상장에 의게했다
p41_u90,p41,xlsr-korean,ce10,0.4265,이후 성공단 특별당판과 금융공천 발십 원단 횡령위원회 승리병 보단계를 거은 후보들을 최고위원회 순장에 의결했다
p41_u90,p41,whisper-small,taps,0.4412,"이후 선공단 특최 경선과 공공천배시문단, 인형위원회, 시미등 5단계를 각친 후보들을 최고위원회 선경에 이겨냈다."
p41_u90,p41,whisper-small,ce10,0.2941,"우유 선공단 투표 경선과 국룡공천 배시문단, 운영위원회, 신위 등 5단계를 거친 후보들을 최고위원회 선정에 의견했다"
p41_u90,p41,whisper-small,taps_notch,0.4706,"이후 선공단 특제 덩산과 공공천배시문단, 인형위원회, 시미등 5단계를 각친 후보들을 최고위원회 선경에 이겨냈다."
p41_u90,p41,whisper-small,ce10_notch,0.2500,우유 선공단 투표 경선과 국룡공천 배시문단 운영위원회 신의 등 5단계를 거친 후보들을 최고위원회 선정에 의결했다.
p41_u90,p41,whisper-small,taps_lpf4k,0.4853,"이후 선공단 특채 경선과 공공찬대시문단, 인형위원회, 시미등 5단계를 값힌 후보들을 최고위원회 선경에 이겨냈다."
p41_u90,p41,whisper-small,ce10_lpf4k,0.2794,우유 성공공단 투표 경선과 국룡공천배신원단 운영위원회 신의 등 5단계를 거친 후보들을 최고위원회 성장에 의결했다.
p41_u90,p41,whisper-small,hyb_tapsLow_ceHigh,0.4265,"이후 선공단 특퇴 경선과 공공천대시문단, 인형위원회, 신의 등 5단계를 각친 후보들을 최고위원회 선경에 일해냈다."
p41_u90,p41,whisper-small,hyb_ceLow_tapsHigh,0.3529,"우유 성성공단 특제 경선과 공룡공천 배시문단, 운영위원회, 심리 등 5단계를 거친 후보들을 최고위원회 성장에 의결했다."
p41_u91,p41,mms-1b-all,no_se,0.4444,군인나후의 전람도 당한 백대체고의 창적을 왼수 도록 태음을 당옥겠다며 스보자가 온는 생독구에 대한 추가그모를 오늘 이의 빠의 술수 안다고 밝쳤다
p41_u91,p41,mms-1b-all,taps,0.3827,궁민의 해인 전남도 당은 역대 체고의 성족을 질수도록 체신을 다악겠다며 호고자가 없는 성곡고에 대한 출가고모를 오는 육의 가이 1지 않다고 밝겠다
p41_u91,p41,mms-1b-all,enc5,0.3704,궁인의 희인 전남도 당은 역대 체고의 성적을 질수 있도록 괴슴을 다아겠다며 후소자가 없는 생곡고에 대한 출각모을 오는 유의 가리실시 않다고 밝켰다
p41_u91,p41,mms-1b-all,ce0,0.3580,국민의 해인 전남도 다면 역대 체고의 성적을 질수 있도록 태순을 다악겠다면 스보자가 없는 성곡고에 대한 출가거모을 오는 육의 가의실지 않다고 밝겠다
p41_u91,p41,mms-1b-all,ce10,0.3086,국인의 흰 전남도 당은 역대 체고의 성정을 될 수 있도록 체슴을 장하겠다며 수고자가 없는 선곡구에 대한 추각 모을 오는 유의까지 흘지 않다고 볼겠다
p41_u91,p41,xlsr-korean,no_se,0.7037,국민원은 변날 면  판견을 열어 을 강하 갖꾸는 수그다가 없력을 동한 당 공원을 오늘 의료반위를 끌지 하느라며 불했다
p41_u91,p41,xlsr-korean,taps,0.1111,국민의행 전남도 당은 역대 최고의 성적을 낼 수 있도록 최신을 다 하겠다며 후소자가 없는 선거구에 대한 술가무를 오는 육 일까지 실시한다고 밝혔다
p41_u91,p41,xlsr-korean,enc5,0.1358,국민의인 전남도 당은 역대 최고의 성적을 낼 수 있도록 크신을 다 하겠다며 피소사가 없는 선거구에 대한 추가무를 오는 육 일까지 실시한다고 밝혔다
p41_u91,p41,xlsr-korean,ce0,0.1235,국민의행 전남도 당은 역대 최고의 성적을 낼 수 있도록 퇴신을 다하겠다며 피고자가 없는 선거구에 대한 출가무를 오는 육 일까지 실시한다고 밝혔다
p41_u91,p41,xlsr-korean,ce10,0.1852,국민행행 전남부 당은 역대 책고의 성명을 낼 수 있도록 차선을 당하겠다며 후고자가 없는 한국구에 대한 추가방무를 오는 육 일까지 훌시한다고 밝혔다
p41_u91,p41,whisper-small,taps,0.1728,국민의 혜인 잔남도 당은 역대 최고의 성격을 질 수 있도록 최선을 다하겠다며 후소자가 없는 선거구에 대한 추가 공모를 오는 유계감이 실시한다고 밝혔다.
p41_u91,p41,whisper-small,ce10,0.0741,국민의힘 전남도 당은 역대 최고의 성적을 낼 수 있도록 최선을 다하겠다며 후보자가 없는 선거구에 대한 추가 극모를 오는 6일까지 휴식한다고 밝혔다
p41_u91,p41,whisper-small,taps_notch,0.1605,국민의 혜인 잔남도 당은 역대 최고의 성적을 질 수 있도록 최선을 다하겠다며 후소자가 없는 선거구에 대한 추가 공모를 오는 유계가기 실시한다고 밝혔다.
p41_u91,p41,whisper-small,ce10_notch,0.0988,국민의힘 전남도 당은 역대 최고의 성적을 낼 수 있도록 최선을 다하겠다며 수부자가 없는 선거구에 대한 추가 극모를 오는 6일까지 휴식한다고 밝혔다
p41_u91,p41,whisper-small,taps_lpf4k,0.1358,국민의 혜인 잔남도 당은 역대 최고의 성적을 질 수 있도록 최선을 다하겠다며 후소자가 없는 선거구에 대한 추가 공모를 오는 6위까지 실시한다고 밝혔다.
p41_u91,p41,whisper-small,ce10_lpf4k,0.1235,국민의힘 전남도 당은 역대 최고의 성적을 낼 수 있도록 최선을 다하겠다며 수부자가 없는 선거구에 대한 추가 검오를 오는 6일까지 휴식한다고 밝혔다.
p41_u91,p41,whisper-small,hyb_tapsLow_ceHigh,0.1358,국민의 혜인 잔남도 당은 몇 대 최고의 성적을 낼 수 있도록 최선을 다하겠다며 후소자가 없는 선거구에 대한 추가 공모를 오는 6일까지 실시한다고 밝혔다.
p41_u91,p41,whisper-small,hyb_ceLow_tapsHigh,0.0864,국민의힘 전남도 당은 역대 최고의 성적을 질 수 있도록 최선을 다하겠다며 후소자가 없는 선거구에 대한 추가 극모를 오는 6일까지 실시한다고 밝혔다.
p41_u92,p41,mms-1b-all,no_se,0.7347,최상극과 들였하는 1년새화르 가절할 묵원나로 했더 의자년나라를 이급을 건려였다
p41_u92,p41,mms-1b-all,taps,0.5306,측평국더 기룩통은 내년 사물에 대기할 목로 나로 획개에 입학 전염미거을 이입일 군고했다
p41_u92,p41,mms-1b-all,enc5,0.5306,충총국더 계획통은 내년사물에 괴위할 목노나로 획개에 입각 전념미강을 20일 군고했다
p41_u92,p41,mms-1b-all,ce0,0.5510,충평국더 괴획통은 내년 사물의 대기할 목로 나로 행개에 1탁 전년요광을 20일 공고했다
p41_u92,p41,mms-1b-all,ce10,0.4694,충총국더 괴육청은 내년사월에 경기할 목로나로 했교의 입각 전행여광을 2시진 군고했다
p41_u92,p41,xlsr-korean,no_se,0.8163,일풍력법 결는 행어로 전을 무는아언 변 홍부행을  습여 열를 있다
p41_u92,p41,xlsr-korean,taps,0.3469,삼정북도 교육청은 매년 삼 월에 대일할 농론나로 을께 일탁 은핵 의견을 이십 일 공고했다
